C1,dead in the water,completely unable to succeed
C1,draw a line under,to end something and move on
C1,fly off the handle,to suddenly lose temper
C1,for all intents and purposes,almost completely
C1,from pillar to post,moving constantly from one place or problem to another
C1,from the word go,from the very beginning
C1,give chapter and verse,to give full details
C1,go cap in hand,to ask humbly for help or money
C1,go to great lengths,to make a huge effort
C1,go to the wall,to be destroyed or fail
C1,have a stake in something,to have an interest or involvement in it
C1,have no truck with,to refuse to accept or be involved with
C1,hit home,to be clearly understood and have a strong effect
C1,hold water,to be logical or valid
C1,hook line and sinker,completely deceived
C1,in dribs and drabs,in small, irregular amounts
C1,in leaps and bounds,very quickly and in large amounts
C1,in no uncertain terms,very clearly and directly
C1,in the pipeline,being prepared or developed
C1,keep someone at arm’s length,to avoid close involvement
C1,labour under the delusion,to wrongly believe something
C1,lay down the law,to dictate rules strictly
C1,leave someone in the lurch,to abandon someone in difficulty
C1,let rip,to express yourself freely and forcefully
C1,lie low,to try not to attract attention
C1,make amends,to try to correct a mistake
C1,make waves,to cause trouble or change
C1,meet your match,to encounter someone equal in ability
C1,muddy the waters,to make a situation more confusing
C1,not hold a candle to,not nearly as good as
C1,off the cuff,without preparation
C1,on a knife-edge,in a very tense or dangerous situation
C1,on the back foot,in a defensive or disadvantaged position
C1,open the floodgates,to allow something to happen more freely
C1,out of kilter,out of balance or not working well
C1,play second fiddle,to be less important than someone else
C1,plumb the depths,to experience something at its worst
C1,put paid to,to destroy or end something
C1,read the riot act,to reprimand severely
C1,ride roughshod over,to treat someone without respect
C1,rule the roost,to be the dominant person
C1,save your breath,don’t bother speaking as it won’t help
C1,see the back of,to be glad when someone leaves
C1,shoot the breeze,to chat casually
C1,show someone the ropes,to teach how something is done
C1,skate on thin ice,to take risks
C1,sleep on it,to delay making a decision until later
C1,smoke and mirrors,something intended to deceive or confuse
C1,split hairs,to argue about trivial details
C1,spread like wildfire,to spread very quickly
C1,swim against the tide,to act against the general trend
C1,tailor-made,perfectly suitable
C1,throw cold water on,to discourage enthusiasm
C1,turn the tables,to reverse a situation to your advantage
C1,under false pretences,dishonestly
C1,wait in the wings,be ready to take over
C1,warts and all,including all faults
C1,with bated breath,anxiously and with great anticipation
C1,steer clear of,to avoid something
